filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	barcode_arrangement	barcode_score	barcode_full_arrangement	front_score	rear_score	front_begin_index	front_foundseq_length	rear_end_index	rear_foundseq_length	kit	variant
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_698_strand.fast5	f55599c4-39ca-41b5-a97b-369ecc04e3fa	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	698	395.62175	1.05725	559	True	0.07875	559	0.9785	559	384	9.278	-0.0014	unclassified	58.25640869140625	NB11_var2	32.75555419921875	58.25640869140625	24	30	10	34	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_761_strand.fast5	578a68a3-ddcd-475c-a012-9340013e1797	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	761	223.291	14.46275	7487	True	1.35975	7487	13.103	7487	3558	11.662	-0.0003	unclassified	32.410255432128906	NB12_var2	22.08888816833496	32.410255432128906	11	29	0	27	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_816_strand.fast5	02d7f9df-49e2-4db5-b4ba-bfdee6d90d70	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	816	289.972	1.4585	720	True	0.1975	720	1.261	720	306	7.809	-0.0033	unclassified	36.410255432128906	NB09_var2	7.733333110809326	36.410255432128906	5	35	5	28	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_852_strand.fast5	866cb097-8b74-4ec3-96a1-5c6dc2394934	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	852	246.38025	1.2835	531	True	0.35425	531	0.92925	531	400	10.158	-0.0019	barcode09	72.66666412353516	NB09_var1	50.82051467895508	72.66666412353516	27	32	8	43	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_554_strand.fast5	a8a1ac12-3419-4031-ba99-8e4561081b07	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	554	220.4165	51.29275	29250	True	0.10375	29250	51.189	29250	19881	10.585	-0.0002	unclassified	32.117645263671875	RAB06_var2	11.803921699523926	32.117645263671875	44	47	54	33	RAB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_865_strand.fast5	cdf9a023-a224-44b6-9a4d-2c9eb55035b0	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	865	321.905	4.87175	2753	True	0.05375	2753	4.818	2753	2129	10.9	-0.0004	unclassified	35.487178802490234	NB12_var2	24.44444465637207	35.487178802490234	16	36	17	32	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_632_strand.fast5	18f681c5-cb24-4a89-a434-c9f38fc51250	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	632	363.99425	54.6255	31214	True	0.0	31214	54.6255	31214	23273	11.625	-0.0002	unclassified	33.589744567871094	NB05_var1	33.589744567871094	13.911110877990723	55	23	102	37	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1011_ch_1332_strand.fast5	4a9055cf-bbc0-48fa-8bbf-d8789b3e0189	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1332	368.5815	2.08325	0	False	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_1260_strand.fast5	719291d7-7c73-456a-b20c-fc785e37738d	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1260	294.3605	95.0125	54292	False	0.0	54292	95.0125	54292	24018	6.429	-0.0002	unclassified	31.64102554321289	NB12_var1	31.64102554321289	12.04444408416748	113	31	53	28	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1011_ch_1858_strand.fast5	69331ba5-0d0e-4eda-9704-e1ce604072fb	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1858	414.48775	1.543	878	False	0.0065	878	1.5365	878	299	5.858	-0.0033	unclassified	38.099998474121094	BC02_var2	38.099998474121094	-0.20338982343673706	23	53	24	45	BC	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1014_ch_1858_strand.fast5	0c2536f1-7ec2-4926-b2c3-6714e6ea2939	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1858	416.048	2.571	1308	False	0.28125	1308	2.28975	1308	261	5.502	-0.0025	unclassified	34.153846740722656	NB11_var2	13.377778053283691	34.153846740722656	103	41	126	23	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1015_ch_332_strand.fast5	63fea868-08f1-48ff-9ad6-95dfa649f76f	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	332	273.361	3.84425	2114	True	0.14325	2114	3.701	2114	1560	10.793	-0.0006	barcode09	72.35897064208984	NB09_var1	72.35897064208984	24.177778244018555	32	38	9	40	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1016_ch_1858_strand.fast5	6b47900f-e052-4dd7-a963-ff9c3a9529da	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1858	418.622	1.3375	764	False	0.0	764	1.3375	764	60	5.114	-0.004	unclassified	32.576271057128906	BC93_var1	32.576271057128906	-3.066666603088379	2	33	12	46	BC	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1017_ch_332_strand.fast5	e5307561-b69e-417c-b873-71b7397d2b87	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	332	277.542	1.43625	532	True	0.50425	532	0.932	532	390	10.595	-0.0034	barcode11	91.33333587646484	NB11_var1	91.33333587646484	29.77777862548828	32	37	9	38	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1018_ch_1858_strand.fast5	f020fa3a-6a2c-4cc5-bb36-76abb3d6d821	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1858	419.96375	2.46425	1354	False	0.0945	1354	2.36975	1354	405	6.362	-0.0016	unclassified	36.153846740722656	NB08_var1	36.153846740722656	26.88888931274414	28	26	14	35	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1019_ch_332_strand.fast5	df45f97c-ea4e-4e0a-b30a-dd03bc2dbf86	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	332	279.01975	1.25425	610	True	0.18525	610	1.069	610	443	11.229	-0.0021	barcode09	83.69230651855469	NB09_var2	69.64444732666016	83.69230651855469	26	42	16	37	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_914_strand.fast5	1693bca8-8a9a-4b49-a059-43d766a3ec30	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	914	374.583	44.1375	24980	True	0.42225	24980	43.71525	24980	17540	10.0	-0.0001	unclassified	37.03333282470703	BC38_var1	20.74576187133789	37.03333282470703	86	41	5	42	BC	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_911_strand.fast5	1c0ab17f-d64c-46d3-a4d0-638bafc2a40a	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	911	286.5225	50.62525	28928	True	0.0	28928	50.62525	28928	19187	8.292	-0.0002	unclassified	33.128204345703125	NB02_var1	33.128204345703125	0.13333334028720856	117	25	18	43	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1170_strand.fast5	2b27bf15-ef30-4cc4-8728-349fda4719f8	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1170	250.858	1.1745	0	False	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1098_strand.fast5	ab5fc7b5-9e30-45cc-9919-bdfa374e8f65	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1098	262.586	11.245	5816	False	1.0665	5816	10.1785	5816	520	5.288	-0.0004	unclassified	30.47058868408203	RAB09_var2	30.47058868408203	10.941176414489746	14	30	41	53	RAB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1405_strand.fast5	e0b01e53-5782-42be-aa53-4dcd8de686ef	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1405	364.22025	1.09175	0	False	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1315_strand.fast5	2fbfe58e-6196-4928-b597-a5cc2872c35f	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1315	116.4235	9.7385	5564	False	0.0	5564	9.7385	5564	27	4.054	-0.0006	unclassified	33.74359130859375	NB04_var2	-4.044444561004639	33.74359130859375	6	14	0	27	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_100_ch_704_strand.fast5	ce0bed69-37fd-4b15-8d95-a1599f6183dc	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	704	231.09525	97.48075	55669	True	0.0595	55669	97.42125	55669	43028	10.496	-0.0002	unclassified	32.900001525878906	BC45_var2	32.900001525878906	21.05084800720215	21	53	9	41	BC	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1662_strand.fast5	1d311136-f569-46d0-9121-5e2029d81274	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1662	207.03825	1.1935	521	True	0.28125	521	0.91225	521	428	10.589	-0.0029	unclassified	42.92307662963867	NB09_var1	42.92307662963867	37.911109924316406	30	36	5	38	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1620_strand.fast5	c7b4b4e5-b773-46e3-be25-1eecd59c24b3	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1620	97.98675	5.19925	2884	True	0.151	2884	5.04825	2884	2118	11.852	-0.0005	unclassified	32.0	RAB02_var2	32.0	14.627450942993164	11	46	72	44	RAB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1673_strand.fast5	0c5da632-3ee7-486d-a90a-018333779c8e	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1673	300.877	1.31725	752	True	0.0	752	1.31725	752	567	9.753	-0.0022	unclassified	53.846153259277344	NB08_var1	53.846153259277344	38.0	31	37	8	36	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_189_strand.fast5	540433e1-8075-4e69-b1ee-5ef23374312a	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	189	115.29875	1.17275	482	True	0.32875	482	0.844	482	370	8.051	-0.0029	unclassified	41.233333587646484	BC53_var2	41.233333587646484	15.254237174987793	2	52	82	41	BC	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_207_strand.fast5	48470562-cfff-4475-84b0-864194381c56	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	207	141.80975	1.93525	574	True	0.92925	574	1.006	574	425	10.657	-0.0033	barcode09	68.15384674072266	NB09_var2	62.44444274902344	68.15384674072266	23	44	15	39	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_2335_strand.fast5	b232103c-010d-44f2-9dc6-4c8b9ebf58e3	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	2335	126.688	1.55675	0	False	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1593_strand.fast5	828e49d8-2294-4a7d-8854-ddb7fd8f5493	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1593	140.60725	38.48475	21749	True	0.42375	21749	38.061	21749	15387	11.257	-0.0002	unclassified	32.74509811401367	RAB03_var2	32.74509811401367	0.7843137383460999	30	31	25	54	RAB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_2650_strand.fast5	7faf26ba-3a10-46f3-abb3-009cd0e3695f	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	2650	345.902	11.16925	6366	True	0.02875	6366	11.1405	6366	3880	9.994	-0.0002	unclassified	37.487178802490234	NB12_var1	37.487178802490234	21.200000762939453	15	26	59	31	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_2044_strand.fast5	28a47626-530d-4df7-8e6f-3db8ad1a2f10	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	2044	83.37425	43.11925	24312	True	0.57225	24312	42.547	24312	18752	9.82	-0.0002	unclassified	29.960784912109375	RAB02_var1	29.960784912109375	8.27450942993164	11	30	0	46	RAB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1013_ch_332_strand.fast5	0e01564d-b53c-468d-9055-c855d684197c	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	332	168.48875	104.371	59630	True	0.017	59630	104.354	59630	44517	11.742	-0.0001	unclassified	37.128204345703125	NB06_var1	37.128204345703125	19.600000381469727	16	26	0	28	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_1155_strand.fast5	68c4ce85-4352-4b2f-9792-c23b026e58e3	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1155	311.74225	72.24775	41237	True	0.0825	41237	72.16525	41237	26663	9.652	-0.0002	unclassified	35.72549057006836	RAB07_var1	35.72549057006836	15.960783958435059	16	30	55	36	RAB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_330_strand.fast5	ae78da3a-1650-4e2c-92b7-f636ed13f45f	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	330	177.09325	7.14025	4080	True	0.0	4080	7.14025	4080	2935	12.243	-0.0005	unclassified	46.66666793823242	NB08_var1	46.66666793823242	9.51111125946045	25	33	46	38	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_335_strand.fast5	c90de87e-c0e5-434f-a53c-147d864c2d5b	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	335	221.8305	1.36775	524	True	0.44925	524	0.9185	524	412	10.293	-0.0024	unclassified	53.89743423461914	NB09_var1	53.89743423461914	23.64444351196289	31	37	1	36	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_336_strand.fast5	6a5679c0-7805-45b4-851d-495d624c2d9b	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	336	316.9425	2.59375	1238	True	0.42625	1238	2.1675	1238	977	11.834	-0.0016	barcode10	73.43589782714844	NB10_var1	73.43589782714844	66.97777557373047	32	32	10	39	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_362_strand.fast5	c00b4678-0a08-4cf2-9832-130bd29ec4b7	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	362	330.9635	1.354	509	True	0.462	509	0.892	509	395	10.507	-0.0037	barcode11	91.38461303710938	NB11_var1	91.38461303710938	32.53333282470703	25	37	0	30	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_384_strand.fast5	2b5fa72e-66c8-4418-b3cb-5afd798cccf5	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	384	283.3745	1.15475	659	True	0.0	659	1.15475	659	402	9.747	-0.0025	barcode09	70.22222137451172	NB09_var2	70.22222137451172	37.02564239501953	28	38	16	28	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_432_strand.fast5	eb091303-bbb5-4bb7-a788-4a369aafb47f	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	432	184.6845	1.72425	0	False	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_454_strand.fast5	dfb5f5dd-8843-42b5-8ee5-af20536569dd	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	454	217.085	1.20975	578	True	0.197	578	1.01275	578	409	10.059	-0.0014	barcode09	76.15384674072266	NB09_var1	76.15384674072266	72.0	24	37	11	45	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_530_strand.fast5	5eaf761e-58cc-431a-837d-81a1d8b49e48	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	530	289.95425	1.26675	723	True	0.0	723	1.26675	723	416	9.19	-0.0015	unclassified	47.33333206176758	NB09_var2	47.33333206176758	37.02564239501953	22	39	11	41	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_347_strand.fast5	4f29ce41-0cc0-4d19-912a-8d5cf1a5fd8d	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	347	99.97275	18.993	10850	False	0.00525	10850	18.98775	10850	6524	6.996	-0.0003	unclassified	30.871795654296875	NB02_var2	12.088889122009277	30.871795654296875	70	34	94	24	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_383_strand.fast5	ea7e88cc-ab10-46dc-b69c-9e91f2e2ba01	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	383	156.4075	18.973	10841	True	0.0	10841	18.973	10841	7511	8.761	-0.0003	unclassified	45.20000076293945	NB02_var2	45.20000076293945	8.923076629638672	20	32	28	31	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_662_strand.fast5	9fd248d0-128c-40e8-a4e8-12e4abed1015	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	662	329.9435	2.0545	1174	False	0.0	1174	2.0545	1174	16	3.444	-0.0019	unclassified	13.538461685180664	NB11_var2	2.799999952316284	13.538461685180664	0	16	1	15	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_590_strand.fast5	f15d030c-1b9f-41bf-808b-f893d98cb7f1	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	590	268.422	1.8325	792	True	0.4465	792	1.386	792	578	10.925	-0.0024	barcode12	72.4102554321289	NB12_var1	72.4102554321289	38.0	25	40	8	36	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_385_strand.fast5	bb24dcc4-c5ca-43bf-ad13-3ba90c11306b	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	385	165.52625	23.6775	13530	False	0.0	13530	23.6775	13530	6307	6.462	-0.0003	unclassified	33.38461685180664	NB06_var1	33.38461685180664	24.488889694213867	66	21	2	32	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_69_strand.fast5	3e0bec2f-658e-4a55-9b1e-1314f461ad6a	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	69	187.871	1.5175	0	False	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_691_strand.fast5	19ea7bd5-a456-4f09-8bdf-1028fcf4b3d0	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	691	279.8175	11.17975	6307	True	0.14125	6307	11.0385	6307	4353	12.212	-0.0003	barcode12	94.4102554321289	NB12_var2	66.84444427490234	94.4102554321289	23	41	14	38	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_559_strand.fast5	4c6b7605-3f8b-41d7-9e7f-c63f96c0e2fb	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	559	356.009	25.84875	14686	True	0.14825	14686	25.7005	14686	8290	12.38	-0.0003	barcode09	63.89743423461914	NB09_var1	63.89743423461914	22.66666603088379	33	40	101	27	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_794_strand.fast5	26088f96-8d9b-4c4b-a23f-5e64f216da7f	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	794	427.6585	11.085	6306	True	0.049	6306	11.036	6306	4646	12.125	-0.0003	barcode12	66.92308044433594	NB12_var1	66.92308044433594	51.42222213745117	28	30	1	32	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_2365_strand.fast5	999c1da1-858a-4b3f-9a44-1cd89046d11c	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	2365	251.15375	102.74875	58693	True	0.0355	58693	102.71325	58693	43359	10.712	-0.0002	unclassified	33.33333206176758	NB02_var2	13.733333587646484	33.33333206176758	68	39	1	23	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_825_strand.fast5	0d382c86-4d59-486c-b6a7-e7bebc312b54	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	825	299.3875	1.316	563	True	0.3305	563	0.9855	563	457	9.831	-0.0033	unclassified	47.230770111083984	NB08_var1	47.230770111083984	20.711111068725586	24	31	56	35	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_664_strand.fast5	e5db34fe-b35b-4afe-9416-07faaf605bc1	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	664	232.01675	32.57525	18601	True	0.0225	18601	32.55275	18601	13498	9.942	-0.0003	unclassified	37.846153259277344	NB04_var2	23.822221755981445	37.846153259277344	84	25	84	26	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_831_strand.fast5	6924d5a1-c3e5-4d60-bda2-a26da8245ecb	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	831	322.46675	1.14475	513	True	0.24575	513	0.899	513	412	11.915	-0.0026	barcode09	69.69230651855469	NB09_var1	69.69230651855469	63.155555725097656	27	33	11	42	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_849_strand.fast5	f31f7ac0-a721-4859-9c39-2d26efa8a7c3	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	849	276.12925	1.45	738	True	0.158	738	1.292	738	532	11.035	-0.002	barcode08	60.97435760498047	NB08_var2	36.17777633666992	60.97435760498047	22	44	2	33	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_764_strand.fast5	7351037d-b925-49fe-9457-e8396f63cd12	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	764	160.17725	34.77475	19871	True	0.0	19871	34.77475	19871	12344	12.354	-0.0002	unclassified	36.61538314819336	NB11_var1	36.61538314819336	12.48888874053955	19	28	33	47	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_901_strand.fast5	5656dc2c-e688-4aa9-ab19-ac107fd1b6ab	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	901	349.69125	1.33175	706	True	0.09575	706	1.236	706	411	10.872	-0.0018	barcode09	61.64102554321289	NB09_var2	52.57777786254883	61.64102554321289	23	45	16	35	NB	var2
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1021_ch_1858_strand.fast5	fb75b084-485c-465c-8596-d56607e48686	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1858	423.45825	1.97825	1125	False	0.00875	1125	1.9695	1125	254	5.955	-0.0022	unclassified	36.6274528503418	RLB08	22.039215087890625	36.6274528503418	0	27	46	39	RLB	n/a
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_836_strand.fast5	70124183-38cc-4222-acaf-b795cde5f006	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	836	411.5145	12.13025	6835	True	0.1685	6835	11.96175	6835	3685	13.86	-0.0002	barcode10	98.15384674072266	NB10_var1	98.15384674072266	65.64444732666016	29	39	11	43	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_814_strand.fast5	7dcc27e5-e2c3-4cb0-9452-4465665d181f	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	814	213.105	31.3205	17888	True	0.01525	17888	31.30525	17888	12831	9.869	-0.0002	unclassified	33.47169876098633	LWB02_var1	25.773584365844727	33.47169876098633	6	36	101	35	LBW	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_101_ch_934_strand.fast5	359fc5dd-36d0-4303-a9c2-d17e00dd6653	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	934	183.0765	9.411	5272	True	0.18475	5272	9.22625	5272	4407	10.953	-0.0003	barcode12	87.74359130859375	NB12_var1	87.74359130859375	36.844444274902344	31	38	10	34	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1026_ch_1158_strand.fast5	59dfe644-8b2c-43fd-a09f-3af505a5bb7c	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1158	286.04775	3.36275	1921	True	0.0	1921	3.36275	1921	1393	9.916	-0.0009	unclassified	53.69230651855469	NB08_var1	53.69230651855469	15.55555534362793	23	35	0	44	NB	var1
PCT0031_20180614_0004A30B00221D8D_1_A1_D1_sequencing_run_Test_AmpSeq_65999_read_1029_ch_1332_strand.fast5	5e344b7d-e856-44c5-b1b5-c617f2967058	fa595ecb16155a30b1ea23ccd337bf143a0a7a87	1332	380.776	1.286	632	True	0.17875	632	1.10725	632	445	9.4	-0.0033	barcode09	60.871795654296875	NB09_var1	60.871795654296875	28.66666603088379	30	37	49	29	NB	var1
