filename	read_id	run_id	channel	start_time	duration	num_events	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	complement_start	num_events_complement	complement_duration	num_called_complement	sequence_length_complement	mean_qscore_complement	strand_score_complement	sequence_length_2d	mean_qscore_2d
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch23_read19563_strand.fast5	663f8e21-1878-4aba-9fa0-7506c4760acc	ef76f479cb7e67828f17075c463bd69de4a0bbcb	23	145166.79775	7.916	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch234_read15379_strand.fast5	fd4e4482-cf4c-4cf3-a671-2d9b484e16a1	ef76f479cb7e67828f17075c463bd69de4a0bbcb	234	129443.8605	3.5	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch44_read12270_strand.fast5	1938cf53-60d4-4a11-94c7-4cd9a91d57dc	ef76f479cb7e67828f17075c463bd69de4a0bbcb	44	124576.2405	9.68325	939	7.3715	491	1.19775	469	314	10.371	-0.7396	8.67775	411	1.0055	397	268	10.55	-0.7123	277	15.04
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch132_read19073_strand.fast5	4e9b403c-4fe3-4530-ada3-bcf268506552	ef76f479cb7e67828f17075c463bd69de4a0bbcb	132	127391.206	29.24575	11474	0.005	1665	4.278	1585	49	8.507	-0.7012	4.41925	9755	24.8265	9210	467	5.385	-0.7211	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read25214_strand.fast5	35a580e9-1aec-461a-b23b-0741ceea965f	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	127912.90175	3.01375	1273	0.1045	712	1.6455	679	406	8.045	-1.1285	1.798	540	1.21575	494	310	6.304	-1.5799	336	8.059
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch337_read16547_strand.fast5	5c97917f-b9f5-487b-83ca-35e9339e6be6	ef76f479cb7e67828f17075c463bd69de4a0bbcb	337	127938.2005	31.74975	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read26591_strand.fast5	30b802bd-58fb-4b58-9450-8b3bb5a9929a	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	132692.45875	5.8215	2625	0.02775	2625	5.79375	2445	1720	6.99	-1.4862	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch123_read20576_strand.fast5	d4109f9a-8e4d-4958-89af-601cfbbc58a2	ef76f479cb7e67828f17075c463bd69de4a0bbcb	123	127428.85	2.11175	673	0.6345	344	0.75	327	260	8.542	-0.9999	1.475	285	0.63675	261	178	7.84	-1.1104	194	9.894
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch1_read18048_strand.fast5	dc449340-2e6a-4fad-99db-33e18594f32a	ef76f479cb7e67828f17075c463bd69de4a0bbcb	1	132232.10775	29.742	14125	0.00625	4557	9.5145	4252	165	6.406	-0.9039	9.53525	9561	20.20675	8013	4471	4.947	-2.0852	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read26769_strand.fast5	f86ea7df-a885-4d08-bbd4-27077d2c70f7	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	133144.351	2.672	1203	0.024	901	1.9875	854	587	7.392	-1.3262	2.07175	277	0.60025	240	177	6.279	-1.3788	162	7.853
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch163_read17857_strand.fast5	02570bdc-5fab-4314-a7ba-cb896c31d817	ef76f479cb7e67828f17075c463bd69de4a0bbcb	163	123782.117	4.00575	1365	0.8285	705	1.6645	696	433	12.183	-0.5121	2.565	629	1.44075	605	398	9.949	-0.7806	407	15.665
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch240_read21329_strand.fast5	a0ca5b60-6714-4bd3-a0f9-e5eedd01b408	ef76f479cb7e67828f17075c463bd69de4a0bbcb	240	144691.29925	3.5	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch354_read17348_strand.fast5	be9fb815-b5c1-4077-a9e2-8c89b18a8370	ef76f479cb7e67828f17075c463bd69de4a0bbcb	354	139843.545	12.4535	5294	0.0	5294	12.4535	5123	3098	11.505	-0.6748	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch119_read17269_strand.fast5	c65efd00-612b-4a89-a58f-f64ccce7c20c	ef76f479cb7e67828f17075c463bd69de4a0bbcb	119	123747.954	11.63775	4992	0.03375	2605	6.11275	2558	1565	10.968	-0.6633	6.2505	2343	5.38725	2259	1524	9.615	-0.8973	1495	12.72
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch311_read14826_strand.fast5	cd43c8c6-ac98-476e-b7e5-e0d81adb59ef	ef76f479cb7e67828f17075c463bd69de4a0bbcb	311	146071.20125	12.515	5727	0.0	5727	12.515	5118	3332	7.315	-1.4094	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch153_read226285_strand.fast5	04e4020c-3d6d-4050-8545-fbb6aba887c4	ef76f479cb7e67828f17075c463bd69de4a0bbcb	153	135268.12125	1.18075	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch305_read10347_strand.fast5	0a06b198-5d27-4c2a-ac9d-e4a740f3a5ca	ef76f479cb7e67828f17075c463bd69de4a0bbcb	305	124658.214	3.24975	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch182_read22186_strand.fast5	6fd24d1b-07b0-476b-9ae8-18a743ebed73	ef76f479cb7e67828f17075c463bd69de4a0bbcb	182	125977.2055	1.89	792	0.0	267	0.71275	253	20	5.596	-0.8374	0.73475	516	1.15525	379	249	6.076	-1.5891	63	5.836
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch386_read18854_strand.fast5	f001c825-cf6e-4718-a98f-7662caa523f0	ef76f479cb7e67828f17075c463bd69de4a0bbcb	386	131890.10425	39.99675	15431	3.626	15431	36.37075	13697	1169	5.394	-1.0531	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read23708_strand.fast5	909e2a80-1586-4e7a-a102-3ecda58dcbb2	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	123380.30625	4.97325	2224	0.0	1300	2.90975	1160	722	7.691	-1.2578	2.98175	895	1.9915	870	619	7.111	-1.4018	681	8.478
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch373_read16195_strand.fast5	87da78ea-d540-445b-9942-3d7b80f5a34d	ef76f479cb7e67828f17075c463bd69de4a0bbcb	373	126289.96425	34.7425	15039	0.0	15039	34.7425	12986	1503	4.635	-1.4803	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read23837_strand.fast5	b392d9cd-f0f9-4c2a-8733-8c1050cfc3c1	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	123724.863	19.2125	8310	0.0	4467	10.38525	4086	2499	7.835	-1.2778	10.43	3824	8.7825	3616	2314	6.936	-1.5438	2564	8.178
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch1_read19872_strand.fast5	7366a6fa-fed7-4dd0-a8e0-0a361731fc24	ef76f479cb7e67828f17075c463bd69de4a0bbcb	1	145852.466	10.49525	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch123_read22313_strand.fast5	69c3d606-5505-4ba9-a3e6-5d6254af5373	ef76f479cb7e67828f17075c463bd69de4a0bbcb	123	134499.30225	52.78775	23835	0.0135	13610	30.2275	12881	8555	7.186	-1.4836	30.299	10200	22.48875	9754	7501	7.815	-1.3295	7978	8.853
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch291_read22257_strand.fast5	179a615c-cd23-4d81-935b-f3a1e86948ad	ef76f479cb7e67828f17075c463bd69de4a0bbcb	291	126900.70825	29.523	11393	0.0	11393	29.523	10997	252	5.989	-0.6219	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch43_read23096_strand.fast5	2837a2c5-00db-448d-a95f-aac6f1ed3c71	ef76f479cb7e67828f17075c463bd69de4a0bbcb	43	125779.4595	81.8745	31836	4.3505	31836	77.524	29524	16615	7.737	-1.3927	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch99_read13611_strand.fast5	11fe7f5f-c170-44cf-8e46-80f08defd32e	ef76f479cb7e67828f17075c463bd69de4a0bbcb	99	126230.82475	74.4015	31771	0.14	16345	38.62225	16036	9796	12.609	-0.5307	38.839	15396	35.5625	15249	9630	10.667	-0.7708	9689	16.352
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read25247_strand.fast5	c26612a7-a6f3-4322-8696-59003c6e08f3	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	127998.656	76.278	30338	0.0	30338	76.278	27764	13238	7.666	-1.2644	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch84_read21725_strand.fast5	70a37bdd-cccd-4186-a38d-af7e5ccf4b15	ef76f479cb7e67828f17075c463bd69de4a0bbcb	84	145492.4645	3.35925	1457	0.07425	941	2.133	897	585	8.181	-1.1385	2.24975	502	1.1095	468	327	6.51	-1.4962	290	8.522
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch119_read17627_strand.fast5	cd059db1-9e74-4454-bcce-0d40d299bd48	ef76f479cb7e67828f17075c463bd69de4a0bbcb	119	125580.4205	8.85575	3641	0.33975	1920	4.465	1885	1178	13.612	-0.3973	4.86275	1691	3.993	1654	1107	13.124	-0.4612	1115	21.579
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch405_read23493_strand.fast5	972cbcf4-19de-488c-8738-dd8d2f986531	ef76f479cb7e67828f17075c463bd69de4a0bbcb	405	126350.08875	12.644	5180	0.0	3381	8.48	3087	1091	10.315	-0.9758	8.5515	1772	4.0925	1746	1129	11.585	-0.587	1104	14.317
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch427_read17220_strand.fast5	d0090963-c2d5-4ddb-b345-a303c4469862	ef76f479cb7e67828f17075c463bd69de4a0bbcb	427	123605.47225	29.24575	12446	0.05175	1254	2.87375	1007	442	4.17	-2.3485	3.23525	11071	26.0105	9329	2831	4.352	-1.9158	29	3.238
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch123_read19769_strand.fast5	f6104542-29d2-478a-96ac-20544e2269da	ef76f479cb7e67828f17075c463bd69de4a0bbcb	123	124908.26825	43.126	18795	0.38675	9656	22.02775	9416	6201	10.493	-0.799	22.519	9093	20.607	8946	6204	10.863	-0.7434	6148	15.117
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch481_read15907_strand.fast5	7f1b8dd0-ea7f-483d-a201-a1348a93122c	ef76f479cb7e67828f17075c463bd69de4a0bbcb	481	123657.96825	62.99975	25787	0.744	4274	11.398	3874	348	5.98	-0.6742	12.255	21464	50.74475	19487	10515	6.589	-1.4249	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch195_read15835_strand.fast5	bbd5d058-4bfe-4a4c-b95b-3d6f2a85e839	ef76f479cb7e67828f17075c463bd69de4a0bbcb	195	146101.21025	10.75	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch362_read16153_strand.fast5	22c180db-dc6a-4a3a-8118-7436a2ef3406	ef76f479cb7e67828f17075c463bd69de4a0bbcb	362	141789.31375	29.74675	12971	0.5385	12971	29.20825	11533	943	5.398	-1.0942	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch354_read16003_strand.fast5	73d70b7a-9f37-42f4-973f-cd86acf9186e	ef76f479cb7e67828f17075c463bd69de4a0bbcb	354	136089.96825	74.76125	32155	0.483	16508	37.98425	16151	10417	12.02	-0.5752	38.5295	15616	36.23175	15392	10323	12.38	-0.5619	10269	17.019
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch187_read57791_strand.fast5	aa4c02ea-a033-4897-a8b9-dcec3a4b5a11	ef76f479cb7e67828f17075c463bd69de4a0bbcb	187	124700.02775	133.80425	55648	1.78075	28769	68.03875	27838	17388	10.905	-0.7278	69.9195	26837	63.88475	26437	17577	11.404	-0.6924	17262	15.395
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read24180_strand.fast5	ca391266-f97b-466c-800c-ffb1ad8682a1	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	124614.789	27.9635	12122	0.0	4457	10.16625	4070	2743	7.276	-1.4054	10.2115	7644	17.752	7042	4572	6.736	-1.5857	2701	7.667
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch434_read11929_strand.fast5	ffe45611-9709-4b9e-90ee-b1ef5e1a618a	ef76f479cb7e67828f17075c463bd69de4a0bbcb	434	125983.965	112.15275	38257	23.59525	38257	88.5575	36342	21127	9.299	-0.9247	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch41_read20875_strand.fast5	62f489ff-ba52-4cc7-9e73-79bdec6486b3	ef76f479cb7e67828f17075c463bd69de4a0bbcb	41	145309.07225	6.30175	2546	0.0	542	1.491	523	6	7.412	-0.5938	1.90775	1840	4.394	1646	1132	7.428	-1.3441	6	3.314
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch99_read14387_strand.fast5	0c78b049-0f4a-4b68-a95c-52c129230225	ef76f479cb7e67828f17075c463bd69de4a0bbcb	99	128582.054	37.51525	15270	1.773	7419	17.20225	7197	4554	10.05	-0.8528	19.06175	7816	18.4535	7253	4279	9.42	-1.0573	4433	13.224
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch163_read17804_strand.fast5	06fa11b5-fc37-4a3a-b592-572608ce09a3	ef76f479cb7e67828f17075c463bd69de4a0bbcb	163	123678.8825	12.74525	5534	0.451	5534	12.29425	5343	3660	10.937	-0.705	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch275_read21390_strand.fast5	d3279ef9-d1a3-4499-8652-89d917a71c0e	ef76f479cb7e67828f17075c463bd69de4a0bbcb	275	143632.56	29.76775	12736	0.01875	12736	29.749	11044	1392	4.642	-1.3747	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch336_read20974_strand.fast5	b2f6716b-3f82-41e9-abf1-7c9485e2022c	ef76f479cb7e67828f17075c463bd69de4a0bbcb	336	127428.307	33.467	14822	0.58875	8194	18.4045	7904	5628	9.522	-0.9506	19.0915	6586	14.3755	6478	5173	9.026	-1.0808	5443	13.118
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch64_read15117_strand.fast5	85cd58a7-d43c-495d-b8de-e44c0447181a	ef76f479cb7e67828f17075c463bd69de4a0bbcb	64	125708.25	21.66525	9283	0.69375	5243	11.9105	5098	3580	11.573	-0.639	12.6515	4022	9.01375	3945	3099	9.486	-0.946	3414	15.246
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch444_read54609_strand.fast5	dafe0b71-2bc8-4aac-91c9-1c32d7bc57f2	ef76f479cb7e67828f17075c463bd69de4a0bbcb	444	128706.481	60.65875	23491	7.09425	11966	27.293	11699	7591	9.863	-0.8926	34.48875	11483	26.17	11259	7698	9.676	-0.9515	7475	12.994
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch40_read14495_strand.fast5	3001b87f-692b-4284-b270-21098cfad9de	ef76f479cb7e67828f17075c463bd69de4a0bbcb	40	122925.7255	5.2455	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch397_read18289_strand.fast5	11a42466-2bd5-4a9b-8159-b366b493c3da	ef76f479cb7e67828f17075c463bd69de4a0bbcb	397	131029.94175	25.71625	10773	0.0	10773	25.71625	10515	6587	12.722	-0.5166	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch403_read19168_strand.fast5	bf31f031-59db-4826-90f9-7ac82fda2696	ef76f479cb7e67828f17075c463bd69de4a0bbcb	403	132707.24075	3.93	1603	0.2425	929	2.15625	900	566	10.149	-0.735	2.46475	646	1.46525	626	438	8.588	-0.999	478	12.147
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch383_read16979_strand.fast5	691e85f0-6392-43e6-a803-7ff4d1922c84	ef76f479cb7e67828f17075c463bd69de4a0bbcb	383	124537.2145	8.24975	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch119_read20442_strand.fast5	888af304-6bf1-4b59-9555-b6bc40b9aacc	ef76f479cb7e67828f17075c463bd69de4a0bbcb	119	137024.34275	1.45725	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch405_read24248_strand.fast5	97940ca6-0096-49f1-8855-b2c1215eac96	ef76f479cb7e67828f17075c463bd69de4a0bbcb	405	128215.3215	13.638	5356	0.98425	2752	6.66075	2714	1764	12.712	-0.5359	7.70275	2581	5.93525	2552	1708	11.108	-0.7168	1684	18.165
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch223_read21088_strand.fast5	e340607e-bdbf-4f66-b0e7-1cb3958ea355	ef76f479cb7e67828f17075c463bd69de4a0bbcb	223	136502.839	60.74375	25191	0.0	25191	60.74375	20926	1936	4.704	-1.4144	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch48_read16951_strand.fast5	9008f968-9b65-448e-87c1-5034653d02cf	ef76f479cb7e67828f17075c463bd69de4a0bbcb	48	142224.62	6.1605	2861	0.0	2861	6.1605	2645	1807	9.504	-0.9139	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch336_read21553_strand.fast5	6403d201-b931-472e-a9c7-a8454d23b270	ef76f479cb7e67828f17075c463bd69de4a0bbcb	336	128969.402	14.75625	6134	0.07125	6134	14.685	5984	3994	12.228	-0.5604	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch123_read20525_strand.fast5	ea12b6fb-511b-461c-a8e4-5d19d96bd709	ef76f479cb7e67828f17075c463bd69de4a0bbcb	123	127151.53225	56.091	24044	0.735	12442	28.477	11905	7076	8.21	-1.1952	29.3035	11562	26.7875	11163	6997	8.993	-1.0568	6884	10.407
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch197_read15169_strand.fast5	a9f4d2e7-a1e0-4ecd-9dd5-dfd6e2a865ed	ef76f479cb7e67828f17075c463bd69de4a0bbcb	197	130378.652	36.1105	16085	0.329	16085	35.7815	15639	10821	10.459	-0.8069	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch119_read17303_strand.fast5	b2266318-55b2-4678-88ba-47e6515b3591	ef76f479cb7e67828f17075c463bd69de4a0bbcb	119	123887.6475	23.871	10143	0.16875	5295	12.55625	5079	3112	12.661	-0.4953	12.82225	4806	11.04875	4602	2984	10.914	-0.7218	3018	16.582
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch386_read19230_strand.fast5	a0e493f3-deb9-4e56-a614-941e069d8255	ef76f479cb7e67828f17075c463bd69de4a0bbcb	386	134807.34975	34.2395	14752	0.19525	4758	10.931	4187	422	5.37	-1.0784	11.23025	9948	23.00925	9096	1934	4.888	-1.2732	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch403_read16951_strand.fast5	ca6076f6-0b25-41ca-a8f4-d71557f1a0db	ef76f479cb7e67828f17075c463bd69de4a0bbcb	403	122773.48775	7.484	3381	0.205	3381	7.279	2992	2081	8.057	-1.2496	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read23697_strand.fast5	0724c74c-d7a2-4936-9fc8-711d6f919023	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	123366.065	1.8	739	0.06975	422	1.0065	378	273	7.116	-1.3164	1.158	283	0.642	226	162	5.871	-1.5809	141	7.142
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch64_read15707_strand.fast5	25402d16-727b-4add-b1b3-36f4a7e3661d	ef76f479cb7e67828f17075c463bd69de4a0bbcb	64	127794.27725	2.6725	1107	0.0	614	1.55225	504	186	7.419	-0.905	1.833	380	0.8395	322	223	7.641	-1.12	196	10.109
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch238_read14116_strand.fast5	7d883da9-b66f-49e5-9abf-b1c0748a9a88	ef76f479cb7e67828f17075c463bd69de4a0bbcb	238	135986.338	29.52375	13041	0.0185	13041	29.50525	11737	1192	5.156	-1.1704	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch444_read53200_strand.fast5	6e12cd19-717c-41c0-acc1-577d8376bc2d	ef76f479cb7e67828f17075c463bd69de4a0bbcb	444	123247.87175	20.5975	8774	0.90175	8774	19.69575	8601	5576	11.557	-0.6406	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch138_read17026_strand.fast5	86f5bc76-422d-46f7-90cf-e44aa2cae0a6	ef76f479cb7e67828f17075c463bd69de4a0bbcb	138	138120.90475	9.927	3057	2.98425	1656	3.76875	1561	958	6.601	-1.5923	7.04325	1283	2.88375	1183	794	8.043	-1.1484	805	8.425
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch311_read14357_strand.fast5	a6479504-9ed2-49bf-8d44-6652911165a8	ef76f479cb7e67828f17075c463bd69de4a0bbcb	311	144398.90175	67.172	27620	0.0445	15229	36.90875	13955	6504	7.79	-1.2297	37.03325	12354	30.13875	11516	6286	7.556	-1.3225	6016	7.788
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read25749_strand.fast5	79e9a615-0e7d-450d-981f-cead956bacb9	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	129721.45625	16.0725	6840	0.143	6840	15.9295	6328	4063	7.675	-1.3089	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch275_read19308_strand.fast5	a4500258-f214-4e85-8667-2a6282de67ab	ef76f479cb7e67828f17075c463bd69de4a0bbcb	275	125679.46575	29.52175	12167	0.0	1434	3.3945	1229	71	5.592	-1.0667	3.48325	10695	26.0385	9497	1883	4.795	-1.0361	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch153_read208904_strand.fast5	c3e41cb2-b1fd-4049-9c81-1ac87b641603	ef76f479cb7e67828f17075c463bd69de4a0bbcb	153	133785.27725	1.23275	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch123_read20817_strand.fast5	5caebdfe-109c-44d4-9bc9-7b9305c75795	ef76f479cb7e67828f17075c463bd69de4a0bbcb	123	128074.0385	2.478	1151	0.0	653	1.44175	519	393	8.731	-1.0749	1.499	470	0.979	436	357	8.255	-1.069	343	11.272
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch229_read24307_strand.fast5	4a50e99d-89f9-4718-95ca-f50953169738	ef76f479cb7e67828f17075c463bd69de4a0bbcb	229	124079.51925	16.46975	7443	0.0	7443	16.46975	6788	3452	6.242	-1.7245	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch330_read20150_strand.fast5	f2d9d0a7-7287-462b-bf70-cb91943f41aa	ef76f479cb7e67828f17075c463bd69de4a0bbcb	330	127690.957	5.244	0	0.0	0	0.0	0	0	0.0	0.0	0.0	0	0.0	0	0	0.0	0.0	0	0.0
minion_20170222_FNFAB45479_MN19809_sequencing_run_Bluefintuna9d_Run1_70922_ch62_read24093_strand.fast5	710d92e2-bd9f-47e3-a1b3-9d615d7ddc3a	ef76f479cb7e67828f17075c463bd69de4a0bbcb	62	124359.143	2.73825	1211	0.0	1211	2.73825	1027	713	6.469	-1.5461	0.0	0	0.0	0	0	0.0	0.0	0	0.0
