filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_25_ch_388_strand.fast5	f71b5eb9-cb4e-4aa5-90d4-b5f42a27cc82	52b163295bcfff805ebbe566ee02dffe2c40c323	388	173.91434	3.60292	3093	True	0.00847	3093	3.59446	3093	1937	12.604	-0.0006
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_61_ch_408_strand.fast5	eef4a504-7c16-4bb7-b13c-c9cc1388eff9	52b163295bcfff805ebbe566ee02dffe2c40c323	408	315.42812	2.19472	1888	True	0.0	1888	2.19472	1888	1186	8.824	-0.0008
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_22_ch_95_strand.fast5	267e4fed-eeab-4973-9168-c112305340c9	52b163295bcfff805ebbe566ee02dffe2c40c323	95	216.67746	38.59811	33216	False	0.0	33216	38.59811	33216	10469	6.066	-0.0002
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_41_ch_211_strand.fast5	88cbd2e5-d609-48a3-b925-1e68b9128887	52b163295bcfff805ebbe566ee02dffe2c40c323	211	378.6328	15.06424	12886	True	0.09031	12886	14.97394	12886	8503	12.511	-0.0003
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_35_ch_133_strand.fast5	82697239-6fd8-4159-a97b-ba5a1509c94d	52b163295bcfff805ebbe566ee02dffe2c40c323	133	245.91982	31.50847	27115	True	0.0	27115	31.50847	27115	14556	7.591	-0.0001
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_127_ch_448_strand.fast5	76e387cd-76c1-4ae0-aad1-bb9dc924b495	52b163295bcfff805ebbe566ee02dffe2c40c323	448	366.89077	13.89907	11936	True	0.02922	11936	13.86985	11936	6708	12.933	-0.0002
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_2803_ch_470_strand.fast5	2814f5a8-812a-46a3-bed9-0c75feaa03b2	52b163295bcfff805ebbe566ee02dffe2c40c323	470	327.86786	5.80777	4960	True	0.04316	4960	5.76461	4960	3145	11.496	-0.0004
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_32_ch_289_strand.fast5	fb1f226e-34f4-4659-b1d7-ab45845fd1ff	52b163295bcfff805ebbe566ee02dffe2c40c323	289	368.20684	10.54665	9076	True	0.0	9076	10.54665	9076	5591	10.351	-0.0002
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_18_ch_68_strand.fast5	a6edfcb2-a2f0-42c5-a431-851262345f21	52b163295bcfff805ebbe566ee02dffe2c40c323	68	202.7739	3.66517	3127	True	0.03088	3127	3.6343	3127	1768	7.617	-0.0006
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_25_ch_323_strand.fast5	585f3261-51b8-4f4c-9488-ffc561daa1c8	52b163295bcfff805ebbe566ee02dffe2c40c323	323	139.91052	44.93327	38435	True	0.27042	38435	44.66285	38435	24169	12.153	-0.0002
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_16_ch_188_strand.fast5	a882d047-491f-4a29-9052-7855a97daab2	52b163295bcfff805ebbe566ee02dffe2c40c323	188	67.41202	11.7749	10109	True	0.02805	10109	11.74685	10109	5440	7.306	-0.0004
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_17_ch_203_strand.fast5	0d1e83cb-4483-4e48-a152-b1c96217e04b	52b163295bcfff805ebbe566ee02dffe2c40c323	203	146.89608	50.07387	43006	True	0.09993	43006	49.97394	43006	26845	12.518	-0.0002
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_19_ch_52_strand.fast5	2bafb1a8-bab6-427c-a49e-4b8cb7a16d01	52b163295bcfff805ebbe566ee02dffe2c40c323	52	153.98025	12.40521	10675	True	0.0	10675	12.40521	10675	5996	9.206	-0.0002
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_63_ch_220_strand.fast5	0e21e6f7-7598-41f7-8f1c-0b11c5d254f9	52b163295bcfff805ebbe566ee02dffe2c40c323	220	385.21232	8.47892	7247	True	0.05727	7247	8.42165	7247	4807	11.231	-0.0004
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_52_ch_67_strand.fast5	74dc5bac-6214-4b7d-89fb-1374de29493b	52b163295bcfff805ebbe566ee02dffe2c40c323	67	329.74867	38.45319	33091	True	0.0	33091	38.45319	33091	20982	12.304	-0.0002
rsb0001410_20170609_FNFAH05342_MN22383_mux_scan_Epauciflora_A2_77810_read_24_ch_62_strand.fast5	19ac3d8d-c096-4135-864d-ffd8c79c89c5	52b163295bcfff805ebbe566ee02dffe2c40c323	62	111.86985	59.94937	51590	True	0.0	51590	59.94937	51590	25786	7.439	-0.0002
