filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	calibration_strand_genome_template	calibration_strand_identity_template	calibration_strand_accuracy_template	aligned_speed_bps_template
349	349	A	184	120.06341	3.64907	732	FALSE	0	732	3.64907	732	172	6.148	-0.002	filtered_out	-1	-1	0
350	350	A	356	85.18327	3.8413	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
351	351	A	306	11.81242	3.68625	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
352	352	A	209	147.44954	6.81574	1368	FALSE	0	1368	6.81574	1368	200	6.912	-0.0021	filtered_out	-1	-1	0
353	353	A	447	28.89774	4.42696	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
354	354	A	472	122.62052	4.8257	969	FALSE	0	969	4.8257	969	155	6.291	-7.00E-04	filtered_out	-1	-1	0
355	355	A	398	24.02955	4.25133	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
356	356	A	164	17.71879	4.21746	846	FALSE	0	846	4.21746	846	235	5.281	-6.00E-04	filtered_out	-1	-1	0
357	357	A	10	15.70385	4.79482	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
358	358	A	416	19.22477	8.21946	1650	TRUE	0	1650	8.21946	1650	340	7.34	-9.00E-04	filtered_out	-1	-1	0
359	359	A	384	17.07968	11.21016	2251	TRUE	0	2251	11.21016	2251	756	9.096	-0.0019	filtered_out	-1	-1	0
360	360	A	6	5.59031	17.72676	3559	TRUE	0	3559	17.72676	3559	1282	9.435	-0.0014	filtered_out	-1	-1	0
361	361	A	109	15.20352	3.85624	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
362	362	A	493	12.52424	4.96315	996	FALSE	0	996	4.96315	996	272	6.715	-0.0021	filtered_out	-1	-1	0
363	363	A	74	15.52357	4.09296	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
364	364	A	509	17.10757	4.0166	806	FALSE	0	806	4.0166	806	103	5.498	-7.00E-04	filtered_out	-1	-1	0
365	365	A	18	6.51394	5.09861	185	FALSE	4.17497	185	0.92364	185	71	6.376	-0.0073	filtered_out	-1	-1	0
366	366	A	209	130.30744	3.77855	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
367	367	A	381	20.12649	3.03685	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
368	368	A	46	14.34993	3.36952	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
369	369	A	101	13.66368	3.31341	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
370	370	A	176	15.1587	11.29548	2268	TRUE	0	2268	11.29548	2268	672	7.038	-0.0017	filtered_out	-1	-1	0
371	371	A	386	143.23174	5.49568	1103	TRUE	0	1103	5.49568	1103	362	7.445	-0.002	filtered_out	-1	-1	0
372	372	A	64	150.19422	5.73871	1152	FALSE	0	1152	5.73871	1152	231	6.168	-0.002	filtered_out	-1	-1	0
373	373	A	30	16.50133	5.64973	1134	TRUE	0	1134	5.64973	1134	294	7.096	-0.002	filtered_out	-1	-1	0
374	374	A	512	23.05478	3.26892	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
375	375	A	76	15.58001	12.75066	2560	TRUE	0	2560	12.75066	2560	494	7.2	-0.0013	filtered_out	-1	-1	0
376	376	A	126	8.77424	3.2666	655	FALSE	0	655	3.2666	655	105	5.622	-0.0037	filtered_out	-1	-1	0
377	377	A	363	19.2095	15.22809	3057	FALSE	0	3057	15.22809	3057	204	5.925	-0.002	filtered_out	-1	-1	0
378	378	A	209	135.79615	9.42829	1893	TRUE	0	1893	9.42829	1893	532	8.427	-0.0018	filtered_out	-1	-1	0
379	379	A	322	16.31076	5.16069	952	FALSE	0.41633	952	4.74436	952	176	5.179	-0.0014	filtered_out	-1	-1	0
380	380	A	221	14.54781	3.34562	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
381	381	A	386	20.47211	7.07636	1420	TRUE	0	1420	7.07636	1420	437	7.301	-0.0011	filtered_out	-1	-1	0
382	382	A	303	24.83665	5.60126	1124	FALSE	0	1124	5.60126	1124	259	6.696	-0.0028	filtered_out	-1	-1	0
383	383	A	131	37.1836	7.26726	1437	FALSE	0.10657	1437	7.16069	1437	296	6.935	-0.0017	filtered_out	-1	-1	0
384	384	A	308	77.38214	5.96049	1196	FALSE	0	1196	5.96049	1196	161	5.335	-0.0018	filtered_out	-1	-1	0
385	385	A	434	14.08566	4.55046	114	FALSE	3.9824	114	0.56806	114	48	5.98	-0.0045	filtered_out	-1	-1	0
386	386	A	415	24.69555	24.6753	4954	TRUE	0	4954	24.6753	4954	1459	8.475	-0.0016	YHR174W	0.960191071	0.86700213	58.03118515
387	387	A	247	19.16501	8.93161	1793	FALSE	0	1793	8.93161	1793	485	6.777	-0.0019	filtered_out	-1	-1	0
388	388	A	383	16.167	8.72244	1751	TRUE	0	1751	8.72244	1751	499	7.216	-0.002	filtered_out	-1	-1	0
389	389	A	336	15.61687	3.1587	634	FALSE	0	634	3.1587	634	64	4.474	-0.0014	filtered_out	-1	-1	0
390	390	A	130	24.08566	7.07802	1421	TRUE	0	1421	7.07802	1421	377	8.818	-0.0023	filtered_out	-1	-1	0
391	391	A	197	24.76527	3.37749	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
392	392	A	219	17.34163	4.92563	989	FALSE	0	989	4.92563	989	215	6.254	-0.0019	filtered_out	-1	-1	0
393	393	A	47	13.37317	3.25232	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
394	394	A	151	17.88645	5.71713	1148	FALSE	0	1148	5.71713	1148	155	5.446	-0.0031	filtered_out	-1	-1	0
395	395	A	21	12.62882	10.77258	2163	TRUE	0	2163	10.77258	2163	466	8.219	-0.001	filtered_out	-1	-1	0
396	396	A	486	7.30744	6.28785	1262	FALSE	0	1262	6.28785	1262	237	6.339	-0.0017	filtered_out	-1	-1	0
397	397	A	472	128.27224	20.3994	4096	TRUE	0	4096	20.3994	4096	540	8.136	-0.0015	filtered_out	-1	-1	0
398	398	A	262	14.79914	3.93459	790	TRUE	0	790	3.93459	790	273	7.354	-0.0019	filtered_out	-1	-1	0
399	399	A	156	19.95518	5.00199	1004	FALSE	0	1004	5.00199	1004	138	6.015	-0.0048	filtered_out	-1	-1	0
400	400	A	279	42.5747	12.27125	2464	TRUE	0	2464	12.27125	2464	718	8.764	-0.0013	filtered_out	-1	-1	0
401	401	A	209	10.65704	3.4834	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
402	402	A	208	12.07005	5.8662	1177	FALSE	0	1177	5.8662	1177	193	5.409	-0.0028	filtered_out	-1	-1	0
403	403	A	293	15.04183	3.75797	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
404	404	A	48	9.99004	7.35989	1477	FALSE	0	1477	7.35989	1477	165	4.829	-0.0019	filtered_out	-1	-1	0
405	405	A	223	20.24734	5.43293	938	FALSE	0.76029	938	4.67264	938	46	4.559	-0.0013	filtered_out	-1	-1	0
406	406	A	448	20.67663	5.88413	1181	FALSE	0	1181	5.88413	1181	214	6.643	-0.0016	filtered_out	-1	-1	0
407	407	A	229	49.70584	4.5083	905	FALSE	0	905	4.5083	905	180	6.183	-0.0015	filtered_out	-1	-1	0
408	408	A	314	20.89807	3.43227	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
409	409	A	165	29.24236	4.62915	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
410	410	A	378	19.99236	9.97444	2002	FALSE	0	2002	9.97444	2002	306	6.714	-0.0015	filtered_out	-1	-1	0
411	411	A	281	12.1826	5.24236	1052	TRUE	0	1052	5.24236	1052	174	7.154	-0.0021	filtered_out	-1	-1	0
412	412	A	244	13.69754	9.51096	1909	FALSE	0	1909	9.51096	1909	328	6.377	-0.0013	filtered_out	-1	-1	0
413	413	A	279	54.88181	13.8838	2787	TRUE	0	2787	13.8838	2787	933	9.164	-8.00E-04	filtered_out	-1	-1	0
414	414	A	251	14.75	4.32736	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
415	415	A	272	17.02789	3.20219	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
416	416	A	277	22.3081	5.48738	1101	FALSE	0	1101	5.48738	1101	253	6.642	-0.0029	filtered_out	-1	-1	0
417	417	A	297	12.73572	3.13347	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
418	418	A	185	8.53586	3.2095	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
419	419	A	459	15.5674	4.35857	875	FALSE	0	875	4.35857	875	145	6.522	-0.001	filtered_out	-1	-1	0
420	420	A	290	11.32968	5.62782	1130	TRUE	0	1130	5.62782	1130	316	7.404	-0.0022	filtered_out	-1	-1	0
421	421	A	144	32.46282	3.74934	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
422	422	A	315	10.46182	5.41135	915	FALSE	0.85193	915	4.55943	915	85	5.495	-0.001	filtered_out	-1	-1	0
423	423	A	205	17.37085	3.35226	673	FALSE	0	673	3.35226	673	76	4.675	-0.0029	filtered_out	-1	-1	0
424	424	A	249	12.35325	19.12782	3840	TRUE	0	3840	19.12782	3840	1374	8.956	-0.0012	YHR174W	0.955102026	0.871833086	74.29797363
425	425	A	356	105.47543	4.45086	893	FALSE	0	893	4.45086	893	101	5.644	-0.002	filtered_out	-1	-1	0
426	426	A	54	15.80843	3.09628	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
427	427	A	497	133.14343	18.3828	3691	TRUE	0	3691	18.3828	3691	953	7.782	-0.0017	filtered_out	-1	-1	0
428	428	A	341	33.5073	34.95452	7018	TRUE	0	7018	34.95452	7018	1385	8.931	-0.0014	YHR174W	0.967537582	0.910581231	40.2102623
429	429	A	483	25.08134	4.06873	817	FALSE	0	817	4.06873	817	223	6.599	-0.0011	filtered_out	-1	-1	0
430	430	A	442	23.86388	3.43991	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
431	431	A	32	19.23074	5.87517	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
432	432	A	35	16.12583	31.84728	6394	TRUE	0	6394	31.84728	6394	669	8.469	-0.0014	filtered_out	-1	-1	0
433	433	A	495	11.0913	5.53386	1111	FALSE	0	1111	5.53386	1111	204	5.786	-0.0033	filtered_out	-1	-1	0
434	434	A	115	59.30246	3.12882	522	FALSE	0.52888	522	2.59993	522	73	5.037	-0.0017	filtered_out	-1	-1	0
435	435	A	139	18.4253	5.45153	1094	FALSE	0	1094	5.45153	1094	118	6.253	-0.0032	filtered_out	-1	-1	0
436	436	A	370	21.49967	6.59363	1324	TRUE	0	1324	6.59363	1324	251	7.011	-0.0014	filtered_out	-1	-1	0
437	437	A	431	19.4844	5.57869	1120	FALSE	0	1120	5.57869	1120	197	6.107	-0.0031	filtered_out	-1	-1	0
438	438	A	184	138.51361	4.41202	428	FALSE	2.28054	428	2.13147	428	34	3.727	-0.0026	filtered_out	-1	-1	0
439	439	A	169	23.38214	6.14542	736	TRUE	2.47975	736	3.66567	736	284	7.261	-0.001	filtered_out	-1	-1	0
440	440	A	410	9.03818	17.90073	3594	TRUE	0	3594	17.90073	3594	1409	9.866	-0.0012	YHR174W	0.974743485	0.919583023	79.8162384
441	441	A	469	11.57703	10.16235	2040	TRUE	0	2040	10.16235	2040	599	7.305	-0.0014	filtered_out	-1	-1	0
442	442	A	56	7.34695	3.81242	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
443	443	A	20	9.33931	18.11388	3637	TRUE	0	3637	18.11388	3637	1396	9.42	-0.001	YHR174W	0.963384867	0.892911017	78.22982025
444	444	A	334	8.18692	3.86388	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
445	445	A	308	100.9336	3.58499	719	FALSE	0	719	3.58499	719	96	5.745	-0.0014	filtered_out	-1	-1	0
446	446	A	509	21.31341	5.45219	1094	FALSE	0	1094	5.45219	1094	213	5.565	-0.0027	filtered_out	-1	-1	0
447	447	A	397	42.04847	3.18924	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
448	448	A	384	28.78187	3.00764	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
449	449	A	34	83.52822	5.43227	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
450	450	A	379	29.08001	3.89641	782	FALSE	0	782	3.89641	782	173	5.949	-5.00E-04	filtered_out	-1	-1	0
451	451	A	392	33.19655	3.21846	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
452	452	A	320	16.11653	3.72012	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
453	453	A	6	23.8921	4.49834	903	FALSE	0	903	4.49834	903	147	5.704	-0.0013	filtered_out	-1	-1	0
454	454	A	471	17.95518	8.83499	1774	TRUE	0	1774	8.83499	1774	449	7	-0.0013	filtered_out	-1	-1	0
455	455	A	41	14.57503	7.48705	1503	TRUE	0	1503	7.48705	1503	569	9.262	-0.0012	filtered_out	-1	-1	0
456	456	A	427	22.01461	4.55378	551	FALSE	1.80943	551	2.74436	551	37	2.975	-0.0046	filtered_out	-1	-1	0
457	457	A	426	22.27357	5.05578	756	FALSE	1.28752	756	3.76826	756	41	3.602	-0.0015	filtered_out	-1	-1	0
458	458	A	374	9.75166	5.61056	1126	FALSE	0	1126	5.61056	1126	252	6.168	-0.0017	filtered_out	-1	-1	0
459	459	A	454	17.27158	4.63479	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
460	460	A	16	17.69124	11.07138	2223	TRUE	0	2223	11.07138	2223	615	8.633	-7.00E-04	filtered_out	-1	-1	0
461	461	A	508	15.86952	4.96414	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
462	462	A	457	14.39774	4.30777	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
463	463	A	406	21.06839	5.32437	1069	FALSE	0	1069	5.32437	1069	209	6.159	-0.0016	filtered_out	-1	-1	0
464	464	A	319	21.53386	5.21149	1046	FALSE	0	1046	5.21149	1046	202	6.349	-0.0027	filtered_out	-1	-1	0
465	465	A	502	22.91169	6.96647	930	FALSE	2.33433	930	4.63214	930	35	3.323	-0.0013	filtered_out	-1	-1	0
466	466	A	69	22.89376	3.60525	555	FALSE	0.83732	555	2.76793	555	36	3.575	-0.0032	filtered_out	-1	-1	0
467	467	A	356	97.40405	6.30378	1265	FALSE	0	1265	6.30378	1265	218	5.312	-0.0017	filtered_out	-1	-1	0
468	468	A	353	23.64973	3.76527	756	FALSE	0	756	3.76527	756	199	6.333	-0.0019	filtered_out	-1	-1	0
469	469	A	478	14.33798	8.43692	1694	TRUE	0	1694	8.43692	1694	534	8.114	-0.0019	filtered_out	-1	-1	0
470	470	A	119	22.80611	5.6753	1139	FALSE	0	1139	5.6753	1139	53	4.503	-0.0029	filtered_out	-1	-1	0
471	471	A	363	34.52922	5.53453	1111	FALSE	0	1111	5.53453	1111	378	6.645	-0.0019	filtered_out	-1	-1	0
472	472	A	149	23.76959	7.77424	1561	FALSE	0	1561	7.77424	1561	193	6.442	-0.002	filtered_out	-1	-1	0
473	473	A	308	111.48705	6.57802	1320	FALSE	0	1320	6.57802	1320	213	5.583	-0.0021	filtered_out	-1	-1	0
474	474	A	99	77.40471	3.28818	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
475	475	A	90	12.61056	7.36454	1478	TRUE	0	1478	7.36454	1478	367	7.936	-0.0019	filtered_out	-1	-1	0
476	476	A	112	14.17895	3.17729	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
477	477	A	71	15.42165	5.50764	1105	TRUE	0	1105	5.50764	1105	320	7.064	-0.0021	filtered_out	-1	-1	0
478	478	A	189	27.97344	3.48108	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
479	479	A	303	30.81208	4.05378	814	FALSE	0	814	4.05378	814	327	6.462	-6.00E-04	filtered_out	-1	-1	0
480	480	A	356	121.70385	6.55511	1316	TRUE	0	1316	6.55511	1316	274	7.054	-0.0018	filtered_out	-1	-1	0
481	481	A	28	41.33765	3.58831	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
482	482	A	286	26.83234	4.39143	881	TRUE	0	881	4.39143	881	213	7.425	-0.0015	filtered_out	-1	-1	0
483	483	A	364	21.22809	4.19721	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
484	484	A	131	132.12616	4.1836	840	FALSE	0	840	4.1836	840	167	6.274	-0.0023	filtered_out	-1	-1	0
485	485	A	209	14.22942	7.07171	1420	FALSE	0	1420	7.07171	1420	284	6.27	-0.0012	filtered_out	-1	-1	0
486	486	A	279	76.42165	3.32304	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
487	487	A	99	66.23539	5.13048	1030	FALSE	0	1030	5.13048	1030	224	6.363	-0.0036	filtered_out	-1	-1	0
488	488	A	33	11.3589	4.65339	823	FALSE	0.5508	823	4.10259	823	44	4.202	-0.0026	filtered_out	-1	-1	0
489	489	A	181	12.45618	14.88147	2988	FALSE	0	2988	14.88147	2988	689	5.975	-0.0025	filtered_out	-1	-1	0
490	490	A	474	26.10624	3.10657	623	FALSE	0	623	3.10657	623	158	6.102	-8.00E-04	filtered_out	-1	-1	0
491	491	A	279	80.09927	3.64409	731	FALSE	0	731	3.64409	731	204	6.92	-4.00E-04	filtered_out	-1	-1	0
492	492	A	389	32.06208	17.999	3614	TRUE	0	3614	17.999	3614	1070	9.584	-0.0012	filtered_out	-1	-1	0
493	493	A	279	98.54947	5.82769	1170	FALSE	0	1170	5.82769	1170	169	6.499	-0.0016	filtered_out	-1	-1	0
494	494	A	57	20.13048	3.32802	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
495	495	A	279	85.56208	4.60956	925	FALSE	0	925	4.60956	925	236	6.547	-0.0025	filtered_out	-1	-1	0
496	496	A	131	138.10657	3.93493	555	FALSE	1.167	555	2.76793	555	53	4.681	-0.0011	filtered_out	-1	-1	0
497	497	A	34	92.33333	3.65969	621	FALSE	0.56673	621	3.09296	621	53	4.405	-0.001	filtered_out	-1	-1	0
498	498	A	312	16.71912	8.48904	1704	TRUE	0	1704	8.48904	1704	412	7.068	-0.0012	filtered_out	-1	-1	0
499	499	A	499	25.05843	5.42497	1089	FALSE	0	1089	5.42497	1089	164	6.517	-0.0027	filtered_out	-1	-1	0
500	500	A	424	38.64177	6.11355	1227	TRUE	0	1227	6.11355	1227	426	8.802	-0.0017	filtered_out	-1	-1	0
501	501	A	202	12.06175	5.54582	1113	FALSE	0	1113	5.54582	1113	378	6.945	-0.0028	filtered_out	-1	-1	0
502	502	A	419	12.7583	4.21813	847	TRUE	0	847	4.21813	847	245	8.292	-0.001	filtered_out	-1	-1	0
503	503	A	158	17.24303	3.70319	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
504	504	A	43	15.45717	5.65239	810	FALSE	1.6172	810	4.03519	810	97	4.8	-0.0024	filtered_out	-1	-1	0
505	505	A	390	12.13147	6.58732	1322	FALSE	0	1322	6.58732	1322	172	4.949	-0.0018	filtered_out	-1	-1	0
506	506	A	308	104.64011	3.60558	724	FALSE	0	724	3.60558	724	204	6.728	-0.0016	filtered_out	-1	-1	0
507	507	A	417	16.44887	5.15936	1036	FALSE	0	1036	5.15936	1036	163	6.949	-0.0032	filtered_out	-1	-1	0
508	508	A	368	18.98506	4.30876	865	FALSE	0	865	4.30876	865	101	5.314	-0.0019	filtered_out	-1	-1	0
509	509	A	99	56.38878	9.12649	1832	TRUE	0	1832	9.12649	1832	503	7.391	-0.0015	filtered_out	-1	-1	0
510	510	A	505	17.7822	9.96414	2000	FALSE	0	2000	9.96414	2000	168	5.782	-0.0025	filtered_out	-1	-1	0
511	511	A	198	22.17995	12.03453	2416	FALSE	0	2416	12.03453	2416	632	6.369	-0.0014	filtered_out	-1	-1	0
512	512	A	279	91.15803	7.34894	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
513	513	A	356	128.46282	8.79781	1766	TRUE	0	1766	8.79781	1766	417	7.983	-0.0014	filtered_out	-1	-1	0
514	514	A	130	31.16965	5.77922	1160	FALSE	0	1160	5.77922	1160	158	6.719	-0.0025	filtered_out	-1	-1	0
515	515	A	217	14.00166	8.23904	1654	TRUE	0	1654	8.23904	1654	529	8.851	-0.0014	filtered_out	-1	-1	0
516	516	A	256	26.29117	4.0508	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
517	517	A	18	12.14708	6.80876	1367	FALSE	0	1367	6.80876	1367	205	6.277	-0.0026	filtered_out	-1	-1	0
518	518	A	220	36.17331	3.05578	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
519	519	A	163	23.52158	4.87218	978	FALSE	0	978	4.87218	978	214	6.682	-0.002	filtered_out	-1	-1	0
520	520	A	194	11.09031	3.0923	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
521	521	A	219	24.75398	5.86952	1178	FALSE	0	1178	5.86952	1178	145	5.953	-0.0025	filtered_out	-1	-1	0
522	522	A	430	17.68924	3.09163	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
523	523	A	357	18.07968	3.37052	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
524	524	A	121	36.40604	17.19456	3452	TRUE	0	3452	17.19456	3452	678	8.864	-0.0021	filtered_out	-1	-1	0
525	525	A	204	15.584	4.31076	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
526	526	A	305	19.24137	4.87915	979	FALSE	0	979	4.87915	979	249	6.431	-0.0016	filtered_out	-1	-1	0
527	527	A	407	18.11288	3.81175	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
528	528	A	183	14.43127	4.28054	859	FALSE	0	859	4.28054	859	71	4.572	-0.0026	filtered_out	-1	-1	0
529	529	A	450	25.37583	3.12649	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
530	530	A	207	26.6504	3.95618	794	FALSE	0	794	3.95618	794	209	6.331	-0.0021	filtered_out	-1	-1	0
531	531	A	272	20.46215	17.94954	3604	TRUE	0	3604	17.94954	3604	1406	9.728	-0.0011	YHR174W	0.963693738	0.911194026	79.60913086
532	532	A	41	22.76627	5.87151	1179	FALSE	0	1179	5.87151	1179	356	6.845	-0.0028	filtered_out	-1	-1	0
533	533	A	316	13.03685	4.9741	723	FALSE	1.37019	723	3.60392	723	71	4.62	-0.0028	filtered_out	-1	-1	0
534	534	A	384	31.94157	5.98108	1201	FALSE	0	1201	5.98108	1201	253	6.574	-0.0019	filtered_out	-1	-1	0
535	535	A	374	15.83665	3.27722	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
536	536	A	485	15.35591	9.27291	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
537	537	A	321	23.37019	11.66301	2341	TRUE	0	2341	11.66301	2341	720	8.732	-0.002	filtered_out	-1	-1	0
538	538	A	280	31.94057	5.34263	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
539	539	A	247	28.63147	5.81474	1167	FALSE	0	1167	5.81474	1167	191	5.313	-0.0014	filtered_out	-1	-1	0
540	540	A	493	19.28951	3.08964	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
541	541	A	320	20.22244	12.68758	2547	FALSE	0	2547	12.68758	2547	197	6.719	-0.0023	filtered_out	-1	-1	0
542	542	A	469	21.78287	6.70385	1346	FALSE	0	1346	6.70385	1346	172	5.558	-0.0024	filtered_out	-1	-1	0
543	543	A	334	12.18028	3.38811	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
544	544	A	165	34.09927	5.12616	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
545	545	A	442	27.7012	3.89276	781	FALSE	0	781	3.89276	781	181	6.593	-0.002	filtered_out	-1	-1	0
546	546	A	373	25.98871	3.88247	521	FALSE	1.28386	521	2.59861	521	53	3.747	-0.0024	filtered_out	-1	-1	0
547	547	A	231	30.94389	3.54914	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
548	548	A	481	21.58466	3.1255	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
549	549	A	179	20.4409	3.38811	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
550	550	A	251	19.18891	11.80677	2370	FALSE	0	2370	11.80677	2370	417	6.957	-0.0022	filtered_out	-1	-1	0
551	551	A	370	28.14044	5.15637	1035	FALSE	0	1035	5.15637	1035	208	6.63	-0.0023	filtered_out	-1	-1	0
552	552	A	502	30.11886	3.6338	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
553	553	A	263	18.96016	6.44754	1294	FALSE	0	1294	6.44754	1294	294	6.807	-0.0017	filtered_out	-1	-1	0
554	554	A	29	13.84993	3.83865	770	FALSE	0	770	3.83865	770	138	6.45	-0.0019	filtered_out	-1	-1	0
555	555	A	319	27.22145	3.41633	686	FALSE	0	686	3.41633	686	147	6.008	-0.0022	filtered_out	-1	-1	0
556	556	A	289	23.37981	8.85027	1777	TRUE	0	1777	8.85027	1777	573	9.272	-0.001	filtered_out	-1	-1	0
557	557	A	35	48.04947	9.7998	1967	TRUE	0	1967	9.7998	1967	474	7.281	-0.0024	filtered_out	-1	-1	0
558	558	A	213	27.41401	3.40272	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
559	559	A	507	22.32669	4.95219	994	FALSE	0	994	4.95219	994	199	6.154	-0.0017	filtered_out	-1	-1	0
560	560	A	54	19.66799	9.37251	1882	TRUE	0	1882	9.37251	1882	675	8.675	-0.0014	filtered_out	-1	-1	0
561	561	A	24	16.99336	4.84728	973	FALSE	0	973	4.84728	973	215	6.762	-0.0013	filtered_out	-1	-1	0
562	562	A	438	7.65438	11.8008	2369	TRUE	0	2369	11.8008	2369	522	7.001	-9.00E-04	filtered_out	-1	-1	0
563	563	A	52	18.7739	5.7168	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
564	564	A	279	118.31541	3.01627	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
565	565	A	341	68.92862	30.34761	4262	FALSE	9.12218	4262	21.22543	4262	141	3.759	-0.0027	filtered_out	-1	-1	0
566	566	A	217	22.54216	3.18891	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
567	567	A	141	14.14044	3.18194	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
568	568	A	221	20.99867	7.46082	1498	TRUE	0	1498	7.46082	1498	390	7.456	-0.0016	filtered_out	-1	-1	0
569	569	A	131	149.47576	3.78453	0	FALSE	0	0	0	0	0	0	0	no_match	-1	-1	0
570	570	A	69	27.01461	5.86355	1177	FALSE	0	1177	5.86355	1177	291	6.803	-0.0026	filtered_out	-1	-1	0
571	571	A	99	86.15837	7.24535	1454	TRUE	0	1454	7.24535	1454	478	7.478	-0.0011	filtered_out	-1	-1	0
572	572	A	457	18.81142	34.18094	6863	TRUE	0	6863	34.18094	6863	1377	8.488	-0.0013	YHR174W	0.953355134	0.863602698	41.85463333
573	573	A	427	26.87948	9.86919	1930	TRUE	0.25764	1930	9.61155	1930	519	7.257	-0.0014	filtered_out	-1	-1	0
574	574	A	433	25.98639	19.01826	3818	TRUE	0	3818	19.01826	3818	1391	9.482	-9.00E-04	YHR174W	0.966480434	0.896373034	74.51879883
575	575	A	256	30.49402	4.49768	903	FALSE	0	903	4.49768	903	166	6.258	-0.0021	filtered_out	-1	-1	0
576	576	A	61	27.56308	8.38878	1684	FALSE	0	1684	8.38878	1684	208	6.547	-0.0017	filtered_out	-1	-1	0
